0,89.2343,117.944,49.873
1,89.2272,117.917,49.8661
2,89.1795,117.86,49.8283
3,89.1599,117.807,49.8278
4,89.177,117.788,49.8021
5,89.1711,117.741,49.797
6,89.1345,117.729,49.8097
7,89.1114,117.673,49.7768
8,89.0666,117.634,49.7873
9,89.0863,117.59,49.7689
10,89.0921,117.588,49.7535
11,89.035,117.553,49.7684
12,89.0401,117.562,49.7739
13,89.0776,117.599,49.7501
14,89.1038,117.599,49.7526
15,89.0724,117.581,49.7619
16,89.0659,117.568,49.7646
17,89.0479,117.581,49.7692
18,89.0751,117.579,49.7422
19,89.0754,117.568,49.7749
20,89.0926,117.539,49.7641
21,89.0572,117.559,49.7762
22,89.0795,117.582,49.7715
23,89.1131,117.583,49.7642
24,89.0686,117.598,49.7619
25,89.0703,117.627,49.7826
26,89.1015,117.634,49.7771
27,89.0539,117.652,49.7705
28,89.0973,117.642,49.7642
29,89.0809,117.696,49.7868
30,89.1201,117.713,49.7754
31,89.1062,117.71,49.8046
32,89.1106,117.776,49.8118
33,89.1228,117.768,49.8093
34,89.1323,117.803,49.8266
35,89.1588,117.811,49.8242
36,89.1662,117.829,49.8366
37,89.1513,117.862,49.8305
38,89.1533,117.904,49.8266
39,89.1948,117.915,49.8602
40,89.1866,117.931,49.8827
41,89.1904,117.94,49.8876
42,89.2294,117.997,49.8806
43,89.2199,118.017,49.9016
44,89.232,118.045,49.8891
45,89.2136,118.097,49.8964
46,89.2821,118.113,49.8918
47,89.3009,118.134,49.9176
48,89.2917,118.157,49.9012
49,89.2831,118.176,49.927
50,89.3122,118.233,49.9512
51,89.3214,118.245,49.9556
52,89.336,118.257,49.9623
53,89.3214,118.321,49.965
54,89.3456,118.344,49.9708
55,89.3668,118.369,49.9894
56,89.3601,118.396,49.9765
57,89.3715,118.399,49.9895
58,89.3965,118.459,50.0022
59,89.4158,118.462,50.0322
60,89.3965,118.509,50.0092
61,89.4403,118.507,50.0331
62,89.4492,118.562,50.0405
63,89.4372,118.629,50.0448
64,89.4658,118.62,50.0564
65,89.4567,118.628,50.0734
66,89.462,118.644,50.0763
67,89.4194,118.591,50.0903
68,89.4246,118.56,50.0382
69,89.3953,118.496,50.0438
70,89.3786,118.428,49.996
71,89.3664,118.387,50.0191
72,89.3046,118.332,49.9586
73,89.2996,118.279,49.9697
74,89.2878,118.225,49.9547
75,89.2522,118.187,49.9373
76,89.2351,118.132,49.915
77,89.2209,118.062,49.9033
78,89.2065,118.015,49.8948
79,89.1705,117.971,49.8753
80,89.183,117.945,49.8764
81,89.1277,117.913,49.849
82,89.1073,117.855,49.862
83,89.1196,117.831,49.8511
84,89.1254,117.838,49.8509
85,89.1359,117.84,49.854
86,89.1045,117.845,49.8197
87,89.1037,117.848,49.8487
88,89.1328,117.809,49.8409
89,89.1237,117.828,49.851
90,89.0637,117.784,49.8274
91,89.1115,117.776,49.8317
92,89.0862,117.812,49.821
93,89.0995,117.789,49.8157
94,89.0888,117.781,49.8131
95,89.0478,117.749,49.8352
96,89.0689,117.764,49.8311
97,89.0863,117.79,49.8622
98,89.108,117.798,49.819
99,89.075,117.805,49.8605
100,89.1016,117.82,49.8619
101,89.1006,117.833,49.8615
102,89.09,117.842,49.8445
103,89.0748,117.859,49.8493
104,89.1187,117.884,49.8576
105,89.1221,117.905,49.8679
106,89.1275,117.897,49.8646
107,89.1023,117.926,49.8891
108,89.1121,117.927,49.8719
109,89.1547,117.962,49.9018
110,89.1419,117.963,49.8678
111,89.1421,117.975,49.9018
112,89.1711,117.995,49.888
113,89.1489,118.024,49.9101
114,89.1451,118.051,49.9135
115,89.1662,118.08,49.9138
116,89.1676,118.085,49.9237
117,89.1531,118.086,49.9261
118,89.1966,118.133,49.9233
119,89.213,118.171,49.9507
120,89.2212,118.201,49.9516
121,89.2258,118.257,49.9706
122,89.2419,118.242,49.9773
123,89.2646,118.251,49.9685
124,89.2657,118.287,49.9618
125,89.2903,118.32,49.9839
126,89.2802,118.361,49.9892
127,89.2999,118.387,50.0163
128,89.299,118.375,50.0171
129,89.2779,118.409,50.0053
130,89.321,118.426,50.0327
131,89.3159,118.446,50.0367
132,89.328,118.481,50.0426
133,89.3441,118.494,50.0502
134,89.3351,118.539,50.0668
135,89.3192,118.516,50.0528
136,89.3196,118.497,50.03
137,89.3016,118.411,50.0209
138,89.2731,118.36,50.006
139,89.2368,118.296,50.0001
140,89.2115,118.264,49.9536
141,89.2152,118.212,49.9741
142,89.1877,118.17,49.9339
143,89.1803,118.116,49.935
144,89.1487,118.06,49.9243
145,89.0977,117.996,49.9067
146,89.1307,117.954,49.8774
147,89.0734,117.908,49.8978
148,89.0376,117.869,49.8609
149,89.0385,117.818,49.872
150,89.0135,117.77,49.84
151,89.0344,117.757,49.8347
152,89.0511,117.772,49.8257
153,88.9873,117.769,49.8319
154,89.0361,117.743,49.8189
155,89.0329,117.73,49.8336
156,89.0434,117.753,49.8356
157,89.0354,117.731,49.8362
158,89.0323,117.719,49.8156
159,89.0143,117.687,49.8318
160,89.0358,117.716,49.8312
161,89.0171,117.682,49.8313
162,89.0302,117.691,49.8183
163,89.0198,117.69,49.8319
164,89.0403,117.684,49.8121
165,89.0078,117.681,49.826
166,88.9963,117.665,49.801
167,89.0208,117.688,49.835
168,89.0067,117.726,49.8145
169,89.02,117.719,49.8137
170,89.0649,117.723,49.7925
171,88.9878,117.727,49.8317
172,89.0555,117.737,49.8154
173,89.0411,117.753,49.8312
174,89.0526,117.778,49.8409
175,89.0394,117.778,49.8561
176,89.0897,117.812,49.8652
177,89.0801,117.847,49.8458
178,89.1,117.85,49.8553
179,89.1082,117.871,49.8573
180,89.1313,117.912,49.8671
181,89.1295,117.923,49.8693
182,89.1681,117.939,49.8866
183,89.114,117.939,49.8664
184,89.1809,117.958,49.9088
185,89.1612,117.996,49.9036
186,89.1635,118.032,49.9173
187,89.1611,118.026,49.9281
188,89.1878,118.069,49.9298
189,89.1738,118.1,49.927
190,89.1905,118.1,49.9124
191,89.2616,118.137,49.9516
192,89.2231,118.162,49.9427
193,89.2398,118.193,49.932
194,89.2414,118.226,49.976
195,89.2593,118.213,49.9852
196,89.2639,118.241,49.9516
197,89.2391,118.285,49.9818
198,89.2915,118.312,49.9973
199,89.2955,118.339,50.0005
200,89.3114,118.352,49.9697
201,89.3099,118.33,49.994
202,89.2835,118.299,49.9773
203,89.2519,118.228,49.9839
204,89.2323,118.177,49.9414
205,89.1799,118.065,49.946
206,89.2074,118.013,49.9168
207,89.1685,117.98,49.8951
208,89.1583,117.891,49.8699
209,89.0964,117.863,49.8739
210,89.0777,117.767,49.8474
211,89.0748,117.727,49.8328
212,89.0249,117.668,49.7987
213,88.9846,117.604,49.7882
214,88.9758,117.541,49.7703
215,88.972,117.507,49.7458
216,88.946,117.474,49.7576
217,88.9387,117.418,49.749
218,88.9518,117.394,49.7346
219,88.902,117.399,49.7291
220,88.9008,117.359,49.7159
221,88.9296,117.349,49.74
222,88.8817,117.345,49.725
223,88.8938,117.323,49.7056
224,88.8886,117.315,49.6933
225,88.9033,117.304,49.7136
226,88.8687,117.26,49.69
227,88.8799,117.263,49.6975
228,88.8832,117.262,49.6754
229,88.846,117.26,49.6961
230,88.8869,117.248,49.665
231,88.8437,117.255,49.6789
232,88.864,117.227,49.6697
233,88.8747,117.261,49.7064
234,88.8347,117.245,49.6814
235,88.8605,117.254,49.6907
236,88.87,117.27,49.6837
237,88.8669,117.265,49.7092
238,88.8778,117.287,49.6992
239,88.886,117.289,49.6852
240,88.9188,117.317,49.7163
241,88.9103,117.337,49.7148
242,88.9401,117.333,49.7151
243,88.9152,117.354,49.7183
244,88.9408,117.396,49.7197
245,88.9671,117.438,49.76
246,88.9406,117.442,49.7413
247,88.9284,117.43,49.7557
248,88.9648,117.454,49.7302
249,88.9469,117.509,49.764
250,88.9879,117.481,49.7501
251,89.0087,117.529,49.7829
252,88.9679,117.547,49.7704
253,88.9802,117.537,49.7806
254,89.0045,117.571,49.7747
255,89.0054,117.619,49.7943
256,89.0625,117.625,49.7937
257,89.045,117.649,49.7926
258,89.0441,117.67,49.7754
259,89.0486,117.705,49.8236
260,89.0548,117.746,49.8081
261,89.0704,117.763,49.8331
262,89.0991,117.782,49.8482
263,89.1062,117.793,49.8401
264,89.1223,117.837,49.8409
265,89.1556,117.85,49.8602
266,89.1309,117.859,49.8647
267,89.1227,117.899,49.8567
268,89.1609,117.921,49.8709
269,89.1509,117.978,49.8585
270,89.1787,117.975,49.8748
271,89.15,118,49.8951
272,89.1905,118.017,49.9089
273,89.1738,118.06,49.9123
274,89.2179,118.066,49.9031
275,89.2076,118.09,49.9252
276,89.1967,118.081,49.9027
277,89.1651,117.989,49.9109
278,89.1586,117.956,49.8921
279,89.0978,117.868,49.8803
280,89.0865,117.805,49.847
281,89.0502,117.731,49.8216
282,89.0282,117.667,49.8196
283,89.0223,117.601,49.7838
284,88.9603,117.542,49.7707
285,88.9284,117.497,49.7531
286,88.9126,117.412,49.7399
287,88.898,117.349,49.7177
288,88.8715,117.278,49.7157
289,88.8412,117.234,49.6848
290,88.8744,117.21,49.6819
291,88.7979,117.143,49.6685
292,88.8016,117.116,49.6447
293,88.7774,117.095,49.6351
294,88.7942,117.081,49.6357
295,88.7586,117.042,49.6218
296,88.7516,117.057,49.6366
297,88.7774,117.068,49.6418
298,88.7874,117.048,49.6251
299,88.7761,117.037,49.6437
300,88.7643,117.04,49.6171
301,88.7718,117.038,49.6315
302,88.7509,116.977,49.621
303,88.7519,116.985,49.6297
304,88.7311,116.963,49.6298
305,88.7335,116.956,49.6047
306,88.7159,116.978,49.6123
307,88.7481,116.955,49.5972
308,88.7497,116.987,49.621
309,88.7582,116.982,49.6331
310,88.786,117.007,49.6601
311,88.8143,117.023,49.6484
312,88.7713,117.036,49.6175
313,88.7807,117.051,49.6497
314,88.8039,117.072,49.6494
315,88.7882,117.092,49.6636
316,88.814,117.099,49.6259
317,88.8154,117.111,49.6428
318,88.8031,117.153,49.6501
319,88.8504,117.148,49.6787
320,88.8655,117.167,49.6617
321,88.8324,117.189,49.681
322,88.8724,117.221,49.6852
323,88.8749,117.224,49.6959
324,88.8695,117.239,49.6919
325,88.8654,117.284,49.704
326,88.8994,117.298,49.71
327,88.8888,117.299,49.7116
328,88.9043,117.334,49.7255
329,88.9325,117.336,49.7179
330,88.9227,117.386,49.7499
331,88.9526,117.436,49.7422
332,88.9826,117.449,49.741
333,88.9687,117.467,49.7525
334,88.9457,117.481,49.7624
335,88.9862,117.515,49.7534
336,89.0013,117.527,49.7845
337,89.0031,117.562,49.7916
338,89.0308,117.565,49.7967
339,89.0671,117.603,49.8034
340,89.0376,117.63,49.7797
341,89.052,117.657,49.8272
342,89.0819,117.677,49.8195
343,89.0737,117.685,49.8157
344,89.0579,117.618,49.8074
345,89.0079,117.583,49.7763
346,89.0035,117.506,49.7701
347,88.9846,117.435,49.7607
348,88.9508,117.373,49.6998
349,88.9192,117.326,49.7201
350,88.9297,117.272,49.71
351,88.9045,117.214,49.7023
352,88.9039,117.165,49.6736
353,88.8551,117.107,49.6782
354,88.8418,117.068,49.6445
355,88.8257,117.006,49.6308
356,88.785,116.972,49.6211
357,88.768,116.943,49.6019
358,88.7537,116.917,49.5585
359,88.759,116.88,49.5985
360,88.7461,116.889,49.558
361,88.757,116.856,49.5716
362,88.7882,116.857,49.5725
363,88.7571,116.886,49.5824
364,88.7664,116.88,49.5863
365,88.7854,116.839,49.5786
366,88.7375,116.816,49.5787
367,88.7215,116.838,49.5852
368,88.7765,116.835,49.5722
369,88.7492,116.835,49.5719
370,88.7499,116.777,49.5537
371,88.787,116.779,49.5599
372,88.7385,116.801,49.578
373,88.7564,116.81,49.5821
374,88.7718,116.832,49.556
375,88.7823,116.848,49.5719
376,88.7706,116.843,49.5614
377,88.7976,116.844,49.576
378,88.7943,116.874,49.5778
379,88.7912,116.896,49.5874
380,88.8204,116.895,49.5911
381,88.7999,116.939,49.5895
